web-scraper-order,web-scraper-start-url,house,house-href,price,location,luas_bangunan,luas_tanah,sertifikasi,n_bedroom,n_bathroom,n_lantai
"1669846738-896","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.300.000.0003 KT - 2 KM - 65 m2Hunian berkonsep bali dekat UPJ suasana nyaman dan asriMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/hunian-berkonsep-bali-dekat-upj-suasana-nyaman-dan-asri-iid-880320501","Rp 1.300.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","65","63","SHM - Sertifikat Hak Milik","3","2","2"
"1669846742-897","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.700.000.0013 KT - 3 KM - 131 m2Luxurious Modern Complex Living at Al Hidayah 2 Pejaten Jakarta SelataMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/luxurious-modern-complex-living-at-al-hidayah-2-pejaten-jakarta-selata-iid-880320741","Rp 2.700.000.001","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","131","96","SHM - Sertifikat Hak Milik","3","3","2"
"1669846746-898","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 3.300.000.0003 KT - 3 KM - 175 m2Rumah Baru di Pasar Minggu dijual tanpa perantaraPasar Minggu, Jakarta Selatan07 Nov","https://www.olx.co.id/item/rumah-baru-di-pasar-minggu-dijual-tanpa-perantara-iid-878246563","Rp 3.300.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","175","136","SHM - Sertifikat Hak Milik","3","3","2"
"1669846753-899","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 10.500.000.0006 KT - 2 KM - 180 m2Rumah Jl. Kerinci 1 , Kebayoran Baru . JakselKebayoran Baru, Jakarta Selatan15 Agu","https://www.olx.co.id/item/rumah-jl-kerinci-1-kebayoran-baru-jaksel-iid-870657223","Rp 10.500.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","180","220","SHM - Sertifikat Hak Milik","6","2","1"
"1669846758-900","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 1.800.000.0005 KT - 5 KM - 268 m2Kontrakan 5 pintu msk mobil DI JAKARTA | Paling MurahPesanggrahan, Jakarta Selatan02 Nov","https://www.olx.co.id/item/kontrakan-5-pintu-msk-mobil-di-jakarta-paling-murah-iid-761575567","Rp 1.800.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","268","268","SHM - Sertifikat Hak Milik","5","5","1"
"1669846762-901","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 3.300.000.0004 KT - 3 KM - 300 m2Dijual Brand New Rumah Mewah Classic 3 Lantai Di Ragunan JagakarsaCilandak, Jakarta Selatan20 Nov","https://www.olx.co.id/item/dijual-brand-new-rumah-mewah-classic-3-lantai-di-ragunan-jagakarsa-iid-879438850","Rp 3.300.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","300","154","SHM - Sertifikat Hak Milik","4","3","3"
"1669846766-902","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 875.000.0003 KT - 2 KM - 70 m2Hunian mewah 2 lt suasana nyaman dan asri FREE BIAYA BPHTBMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/hunian-mewah-2-lt-suasana-nyaman-dan-asri-free-biaya-bphtb-iid-880320745","Rp 875.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","70","72","SHM - Sertifikat Hak Milik","3","2","2"
"1669846769-903","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 5.750.000.0004 KT - 3 KM - 343 m2Rumah bergaya clasic modern di joglo ada kolam renang pribadiMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-bergaya-clasic-modern-di-joglo-ada-kolam-renang-pribadi-iid-880321035","Rp 5.750.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","343","418","SHM - Sertifikat Hak Milik","4","3","2"
"1669846772-904","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0004 KT - 4 KM - 126 m2Cluster Cantik 3 Lantai TANPA DP Free BPHTB dekat TOL PONDOK CABEPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/cluster-cantik-3-lantai-tanpa-dp-free-bphtb-dekat-tol-pondok-cabe-iid-880321194","Rp 1.600.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","126","72","SHM - Sertifikat Hak Milik","4","4","3"
"1669846776-905","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.800.000.0004 KT - 2 KM - 160 m2Rumah Lebak BulusCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-lebak-bulus-iid-880321311","Rp 2.800.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","160","104","SHM - Sertifikat Hak Milik","4","2","2"
"1669846782-906","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.990.000.0005 KT - 4 KM - 200 m2(BARU) RUMAH MEWAH DESIGN MINIMALIS PROFILE BALKON LUAS DI BINTAROPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/baru-rumah-mewah-design-minimalis-profile-balkon-luas-di-bintaro-iid-880321475","Rp 1.990.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","200","106","SHM - Sertifikat Hak Milik","5","4","2"
"1669846786-907","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 895.000.0003 KT - 2 KM - 70 m2TERMURAH RUMAH READY TANPA DPPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/termurah-rumah-ready-tanpa-dp-iid-880321497","Rp 895.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","70","73","SHM - Sertifikat Hak Milik","3","2","2"
"1669846789-908","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 192.000.0002 KT - 1 KM - 30 m2_DS_ Hunian subsidi terlaris cluster grazioso diparung panjangPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/ds-hunian-subsidi-terlaris-cluster-grazioso-diparung-panjang-iid-880321562","Rp 192.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","30","60","SHM - Sertifikat Hak Milik","2","1","1"
"1669846793-909","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.300.000.0003 KT - 2 KM - 82 m2Cluster cantik Dp 5% Lingkungan sudah jadi akses 2 mobilPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/cluster-cantik-dp-5-lingkungan-sudah-jadi-akses-2-mobil-iid-880321703","Rp 1.300.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","82","72","SHM - Sertifikat Hak Milik","3","2","2"
"1669846797-910","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 900.000.0013 KT - 3 KM - 80 m2PROMO 5JT ALL IN Premium Living Margonda Ecopark Ekslusif Kawasan MargPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/promo-5jt-all-in-premium-living-margonda-ecopark-ekslusif-kawasan-marg-iid-880321724","Rp 900.000.001","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","80","60","SHM - Sertifikat Hak Milik","3","3","2"
"1669846801-911","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0004 KT - 4 KM - 126 m2Hunian Mewah 3 Lantai DP 0% free BPHTB dekat TOL Pondok CabeCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/hunian-mewah-3-lantai-dp-0-free-bphtb-dekat-tol-pondok-cabe-iid-880321793","Rp 1.600.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","126","72","SHM - Sertifikat Hak Milik","4","4","3"
"1669846805-912","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 8.700.000.0003 KT - 2 KM - 138 m2Dijual Rumah Sederhana 2 Lantai di Bintaro Sektor 1, IW-9134-MPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/dijual-rumah-sederhana-2-lantai-di-bintaro-sektor-1-iw-9134-m-iid-880321860","Rp 8.700.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","138","252","SHM - Sertifikat Hak Milik","3","2","2"
"1669846808-913","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0004 KT - 4 KM - 126 m2Rumah Mewah TANPA DP free BPHTB Akses Dekat TOL pondok cabeKebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-mewah-tanpa-dp-free-bphtb-akses-dekat-tol-pondok-cabe-iid-880321903","Rp 1.600.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","126","72","SHM - Sertifikat Hak Milik","4","4","3"
"1669846813-914","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 8.700.000.0003 KT - 2 KM - 138 m2Dijual Rumah Sederhana 2 Lantai di Bintaro Sektor 1, IW-9134-MPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/dijual-rumah-sederhana-2-lantai-di-bintaro-sektor-1-iw-9134-m-iid-880321951","Rp 8.700.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","138","252","SHM - Sertifikat Hak Milik","3","2","2"
"1669846817-915","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0004 KT - 4 KM - 126 m2CLUSTER MEWAH 3 LANTAI DP 0% FREE BPHTB DEKAT TOL PONDOK CABEMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/cluster-mewah-3-lantai-dp-0-free-bphtb-dekat-tol-pondok-cabe-iid-880321981","Rp 1.600.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","126","72","SHM - Sertifikat Hak Milik","4","4","3"
"1669846822-916","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 720.000.0002 KT - 2 KM - 60 m2PROMO TERBAIK RUMAH KPR DP 0%Pasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/promo-terbaik-rumah-kpr-dp-0-iid-880322096","Rp 720.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","60","90","SHM - Sertifikat Hak Milik","2","2","1"
"1669846825-917","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 895.000.0003 KT - 2 KM - 70 m2HARGA TERJANGKAU RUMAH KPR DP 0%Pasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/harga-terjangkau-rumah-kpr-dp-0-iid-880322248","Rp 895.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","70","73","SHM - Sertifikat Hak Milik","3","2","2"
"1669846830-918","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 1.041.000.0003 KT - 2 KM - 72 m2Rumah SIAP HUNI TERMURAH di Pondok Cabe dekat TOL MRT @kemiri lokaCilandak, Jakarta Selatan22 Okt","https://www.olx.co.id/item/rumah-siap-huni-termurah-di-pondok-cabe-dekat-tol-mrt-kemiri-loka-iid-876805590","Rp 1.041.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","72","61","SHM - Sertifikat Hak Milik","3","2","2"
"1669846835-919","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 2.460.000.0005 KT - 5 KM - 200 m2Rumah Luas Strategis 4 Menit ke Gerbang Tol Andara Harga All In KPRCilandak, Jakarta Selatan20 Sep","https://www.olx.co.id/item/rumah-luas-strategis-4-menit-ke-gerbang-tol-andara-harga-all-in-kpr-iid-873969895","Rp 2.460.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","200","133","SHM - Sertifikat Hak Milik","5","5","2"
"1669846839-920","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 11.380.000.0009 KT - 5 KM - 562 m2Dijual Tegal Parang Utara Ex kantorMampang Prapatan, Jakarta Selatan07 Nov","https://www.olx.co.id/item/dijual-tegal-parang-utara-ex-kantor-iid-878272240","Rp 11.380.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","562","580","SHM - Sertifikat Hak Milik","9","5","2"
"1669846843-921","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 4.000.000.0005 KT - 4 KM - 150 m2RUMAH LUAS MURAH FULL FURNISHED DALAM TOWNHOUSE DI LEBAK BULUS JAKSELKebayoran Baru, Jakarta Selatan21 Okt","https://www.olx.co.id/item/rumah-luas-murah-full-furnished-dalam-townhouse-di-lebak-bulus-jaksel-iid-876779226","Rp 4.000.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","150","123","null","5","4","0"
"1669846847-922","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 900.000.0013 KT - 3 KM - 80 m2PROMO 5JT ALL IN Premium Living Margonda Ecopark Ekslusif Kawasan MargPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/promo-5jt-all-in-premium-living-margonda-ecopark-ekslusif-kawasan-marg-iid-880322271","Rp 900.000.001","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","80","60","SHM - Sertifikat Hak Milik","3","3","2"
"1669846851-923","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 500.000.0043 KT - 2 KM - 66 m2Promo DP 3jt All In Griya Amalia Serpong Selangkah Ke BSDKebayoran Lama, Jakarta SelatanHari ini","https://www.olx.co.id/item/promo-dp-3jt-all-in-griya-amalia-serpong-selangkah-ke-bsd-iid-880322278","Rp 500.000.004","Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.","66","55","SHM - Sertifikat Hak Milik","3","2","2"
"1669846855-924","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.900.000.0005 KT - 3 KM - 150 m2SIAP HUNI RUMAH MEWAH DI GRAHA RAYA SEMI FURNISHEDPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/siap-huni-rumah-mewah-di-graha-raya-semi-furnished-iid-880322303","Rp 1.900.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","150","98","SHM - Sertifikat Hak Milik","5","3","2"
"1669846859-925","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 685.000.0003 KT - 2 KM - 45 m2Rumah Mewah 2LT 3KT Dikawasan Bintaro Hanya 600JtanPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-mewah-2lt-3kt-dikawasan-bintaro-hanya-600jtan-iid-880322312","Rp 685.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","45","60","SHM - Sertifikat Hak Milik","3","2","2"
"1669846863-926","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 820.000.0003 KT - 2 KM - 67 m2Cluster Idaman Keluarga 2 lantai Termegah SHM IMB di Cimanggis CibuburKebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/cluster-idaman-keluarga-2-lantai-termegah-shm-imb-di-cimanggis-cibubur-iid-861856948","Rp 820.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","67","60","SHM - Sertifikat Hak Milik","3","2","2"
"1669846867-927","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.300.000.0003 KT - 3 KM - 122 m2Rumah Ceger Semi Furnished BintaroPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-ceger-semi-furnished-bintaro-iid-880322493","Rp 1.300.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","122","84","SHM - Sertifikat Hak Milik","3","3","2"
"1669846871-928","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 6.000.000.0005 KT - 3 KM - 400 m2Rumah Petukangan Selatan Pinggir JalanPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-petukangan-selatan-pinggir-jalan-iid-880322643","Rp 6.000.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","400","325","SHM - Sertifikat Hak Milik","5","3","2"
"1669846874-929","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 8.300.000.00010 KT - >10 KM - 425 m2Dijual Cepat Rumah Kost di Lebak Bulus Jakarta SelatanCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/dijual-cepat-rumah-kost-di-lebak-bulus-jakarta-selatan-iid-880322816","Rp 8.300.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","425","212","SHM - Sertifikat Hak Milik","10",">10","2"
"1669846878-930","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 700.000.0002 KT - 1 KM - 36 m2Rumah Cluster Cendrawasih Mall BintaroPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-cluster-cendrawasih-mall-bintaro-iid-880322900","Rp 700.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","36","60","SHM - Sertifikat Hak Milik","2","1","1"
"1669846881-931","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.500.000.0003 KT - 2 KM - 72 m2Rumah mewah tanpa DP Cemara Mansion Citra 8Cilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-mewah-tanpa-dp-cemara-mansion-citra-8-iid-880323048","Rp 2.500.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","72","82","null","3","2","2"
"1669846884-932","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.500.000.0003 KT - 2 KM - 72 m2Rumah mewah tanpa DP Cemara Mansion Citra 8Kebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-mewah-tanpa-dp-cemara-mansion-citra-8-iid-880323052","Rp 2.500.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","72","82","null","3","2","2"
"1669846888-933","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.500.000.0003 KT - 2 KM - 72 m2Rumah mewah tanpa DP Cemara Mansion Citra 8Mampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-mewah-tanpa-dp-cemara-mansion-citra-8-iid-880323053","Rp 2.500.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","72","82","null","3","2","2"
"1669846892-934","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.500.000.0003 KT - 2 KM - 72 m2Rumah mewah tanpa DP Cemara Mansion Citra 8Pesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-mewah-tanpa-dp-cemara-mansion-citra-8-iid-880323055","Rp 2.500.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","72","82","null","3","2","2"
"1669846896-935","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 900.000.0004 KT - 2 KM - 83 m2Rumah 2 lantai SIAP HUNI Megah Aryana Binong Karawaci TangerangPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-2-lantai-siap-huni-megah-aryana-binong-karawaci-tangerang-iid-880323065","Rp 900.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","83","72","SHM - Sertifikat Hak Milik","4","2","2"
"1669846899-936","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 900.000.0004 KT - 2 KM - 83 m2Rumah 2 lantai SIAP HUNI Megah Aryana Binong Karawaci TangerangPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-2-lantai-siap-huni-megah-aryana-binong-karawaci-tangerang-iid-880323313","Rp 900.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","83","72","SHM - Sertifikat Hak Milik","4","2","2"
"1669846903-937","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 900.000.0002 KT - 2 KM - 65 m2Harga PROMO tempat usaha Ruko 2 Lantai Siap Huni Karawaci TangerangPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/harga-promo-tempat-usaha-ruko-2-lantai-siap-huni-karawaci-tangerang-iid-880323471","Rp 900.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","65","50","SHM - Sertifikat Hak Milik","2","2","2"
"1669846908-938","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 2.700.000.0005 KT - 3 KM - 224 m2Rumah Di Jual CepatMampang Prapatan, Jakarta Selatan17 Okt","https://www.olx.co.id/item/rumah-di-jual-cepat-iid-857416405","Rp 2.700.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","224","112","HGB - Hak Guna Bangun","5","3","2"
"1669846912-939","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 18.000.000.000>10 KT - >10 KM - 600 m2RUMAH KOST Eksklusif (by owner)Mampang Prapatan, Jakarta SelatanKemarin","https://www.olx.co.id/item/rumah-kost-eksklusif-by-owner-iid-871561756","Rp 18.000.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","600","300","SHM - Sertifikat Hak Milik",">10",">10","3"
"1669846916-940","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 1.920.000.0002 KT - 3 KM - 160 m2Rumah Bebas Banjir Dekat Gerbang Tol Cilandak Harga All In Siap KPRCilandak, Jakarta Selatan09 Agu","https://www.olx.co.id/item/rumah-bebas-banjir-dekat-gerbang-tol-cilandak-harga-all-in-siap-kpr-iid-870128890","Rp 1.920.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","160","167","SHM - Sertifikat Hak Milik","2","3","1"
"1669846920-941","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 3.700.000.0005 KT - 4 KM - 200 m2Townhouse 10 mnt SenayanCity type 200  Electric GateKebayoran Baru, Jakarta Selatan7 hari yang lalu","https://www.olx.co.id/item/townhouse-10-mnt-senayancity-type-200-electric-gate-iid-879736335","Rp 3.700.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","200","143","SHM - Sertifikat Hak Milik","5","4","3"
"1669846924-942","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 900.000.0002 KT - 2 KM - 65 m2Harga PROMO tempat usaha Ruko 2 Lantai Siap Huni Karawaci TangerangMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/harga-promo-tempat-usaha-ruko-2-lantai-siap-huni-karawaci-tangerang-iid-880323695","Rp 900.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","65","50","SHM - Sertifikat Hak Milik","2","2","2"
"1669846927-943","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.150.000.0033 KT - 3 KM - 110 m2KPR dp 0% di depok , 4 jt sampai akad kredit , shmPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/kpr-dp-0-di-depok-4-jt-sampai-akad-kredit-shm-iid-880323722","Rp 1.150.000.003","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","110","87","SHM - Sertifikat Hak Milik","3","3","2"
"1669846931-944","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.150.000.0043 KT - 3 KM - 110 m2Rumah 2 lantai siap Huni di depok , cukup 4 jt all in , survei skrgPancoran, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-2-lantai-siap-huni-di-depok-cukup-4-jt-all-in-survei-skrg-iid-880323979","Rp 1.150.000.004","Pancoran, Jakarta Selatan, Jakarta D.K.I.","110","87","SHM - Sertifikat Hak Milik","3","3","2"
"1669846935-945","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.650.000.0003 KT - 3 KM - 106 m2Rumah Akses 2 Mobil Joglo DKIPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-akses-2-mobil-joglo-dki-iid-880323994","Rp 1.650.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","106","130","SHM - Sertifikat Hak Milik","3","3","2"
